Postcode,Suburb
2390,BACK CREEK
2422,BACK CREEK
2484,BACK CREEK
2622,BACK CREEK
2671,BACK CREEK
2535,BACK FOREST
2470,BACKMEDE
2365,BACKWATER
2540,BADAGARANG
2555,BADGERYS CREEK
2630,BADJA
2333,BAERAMI
2333,BAERAMI CREEK
2446,BAGNOO
2446,BAGO
2477,BAGOTVILLE
2359,BAKERS CREEK
2422,BAKERS CREEK
2447,BAKERS CREEK
2820,BAKERS SWAMP
2575,BALACLAVA
2358,BALALA
2264,BALCOLYN
2365,BALD BLAIR
2549,BALD HILLS
2370,BALD NOB
2795,BALD RIDGE
2365,BALDERSLEIGH
2867,BALDRY
2403,BALFOURS PEAK
2093,BALGOWLAH
2093,BALGOWLAH HEIGHTS
2519,BALGOWNIE
2324,BALICKERA
2822,BALLADORAN
2622,BALLALABA
2646,BALLDALE
2441,BALLENGARRA
2830,BALLIMORE
2478,BALLINA
2478,BALLINA DC
2795,BALLYROE
2041,BALMAIN
2041,BALMAIN EAST
2283,BALMORAL
2571,BALMORAL VILLAGE
2715,BALRANALD
2540,BAMARANG
2446,BANDA BANDA
2420,BANDON GROVE
2729,BANGADANG
2541,BANGALEE
2479,BANGALOW
2404,BANGHEET
2582,BANGO
2234,BANGOR
2216,BANKSIA
2019,BANKSMEADOW
1885,BANKSTOWN
2200,BANKSTOWN
2200,BANKSTOWN AERODROME
2200,BANKSTOWN NORTH
2200,BANKSTOWN SQUARE
2580,BANNABY
2580,BANNISTER
2347,BANOON
2486,BANORA POINT
2460,BANYABBA
2300,BAR BEACH
2083,BAR POINT
2850,BARA
2396,BARADINE
2000,BARANGAROO
2460,BARCOONGERE
2234,BARDEN RIDGE
2565,BARDIA
2207,BARDWELL PARK
2207,BARDWELL VALLEY
2665,BARELLAN
2574,BARGO
2732,BARHAM
2850,BARIGAN
2556,BARKER
2474,BARKERS VALE
2668,BARMEDMAN
2852,BARNEYS REEF
2278,BARNSLEY
3644,BAROOGA
2347,BARRABA
2528,BARRACK HEIGHTS
2528,BARRACK POINT
2441,BARRAGANYATTI
2546,BARRAGGA BAY
2710,BARRATTA
2577,BARREN GROUNDS
2577,BARRENGARRY
2460,BARRETTS CREEK
2540,BARRINGELLA
2422,BARRINGTON
2422,BARRINGTON TOPS
2840,BARRINGUN
2340,BARRY
2799,BARRY
2594,BARWANG
2396,BARWON
2460,BARYULGIL
2540,BASIN VIEW
2197,BASS HILL
2365,BASSENDEAN
2439,BATAR CREEK
2261,BATEAU BAY
2536,BATEHAVEN
2536,BATEMANS BAY
2795,BATHAMPTON
2795,BATHURST
2795,BATHURST WEST
2730,BATLOW
1755,BAULKHAM HILLS
2153,BAULKHAM HILLS
2580,BAW BAW
2539,BAWLEY POINT
2422,BAXTERS RIDGE
2261,BAY VILLAGE
2104,BAYVIEW
2100,BEACON HILL
2015,BEACONSFIELD
2469,BEAN CREEK
2827,BEARBONG
2577,BEAUMONT
2155,BEAUMONT HILLS
2665,BECKOM
2340,BECTIVE
2665,BECTRIC
2871,BEDGERABONG
2446,BEECHWOOD
2119,BEECROFT
2540,BEECROFT PENINSULA
2680,BEELBANGERA
2824,BEEMUNNEL
2550,BEGA
2587,BEGGAN BEGGAN
2577,BELANGLO
2422,BELBORA
2191,BELFIELD
2335,BELFORD
2650,BELFRAYDEN
2800,BELGRAVIA
2570,BELIMBLA PARK
2786,BELL
2153,BELLA VISTA
2518,BELLAMBI
2446,BELLANGRY
2397,BELLATA
2535,BELLAWONGARAH
2325,BELLBIRD
2325,BELLBIRD HEIGHTS
2440,BELLBROOK
2023,BELLEVUE HILL
2440,BELLIMBOPINNI
2454,BELLINGEN
2581,BELLMOUNT FOREST
2337,BELLTREES
2280,BELMONT
2280,BELMONT NORTH
2280,BELMONT SOUTH
2192,BELMORE
2440,BELMORE RIVER
2628,BELOKA
2787,BELOON
2545,BELOWRA
2085,BELROSE
2085,BELROSE WEST
2550,BEMBOKA
2790,BEN BULLEN
2365,BEN LOMOND
2536,BENANDARAH
2539,BENDALONG
2355,BENDEMEER
2803,BENDICK MURRELL
2420,BENDOLBA
2622,BENDOURA
2680,BENEREMBAH
2333,BENGALLA
2290,BENNETTS GREEN
2818,BENOLONG
2251,BENSVILLE
2480,BENTLEY
2141,BERALA
2758,BERAMBING
2322,BERESFIELD
2537,BERGALIA
2506,BERKELEY
2261,BERKELEY VALE
2765,BERKSHIRE PARK
2622,BERLANG
2546,BERMAGUI
2081,BEROWRA
2082,BEROWRA CREEK
2082,BEROWRA HEIGHTS
2082,BEROWRA WATERS
2548,BERRAMBOOL
2540,BERRARA
2582,BERREMANGRA
2422,BERRICO
2628,BERRIDALE
2390,BERRIGAL
2712,BERRIGAN
2159,BERRILEE
2577,BERRIMA
2539,BERRINGER LAKE
2535,BERRY
2701,BERRY JERRY
2535,BERRY MOUNTAIN
2321,BERRY PARK
2594,BERTHONG
2852,BERYL
2590,BETHUNGRA
2581,BEVENDALE
2217,BEVERLEY PARK
2209,BEVERLY HILLS
2540,BEWONG
2480,BEXHILL
2207,BEXLEY
2207,BEXLEY NORTH
2207,BEXLEY SOUTH
2581,BIALA
2632,BIBBENLUKE
2570,BICKLEY VALE
2827,BIDDON
2642,BIDGEEMIA
2770,BIDWILL
2453,BIELSDOWN HILLS
2579,BIG HILL
2339,BIG JACKS CREEK
2330,BIG RIDGE
2650,BIG SPRINGS
2330,BIG YENGO
2583,BIGGA
2486,BILAMBIL
2486,BILAMBIL HEIGHTS
2680,BILBUL
2107,BILGOLA BEACH
2107,BILGOLA PLATEAU
2829,BILLEROY
2630,BILLILINGRA
2804,BILLIMARI
2483,BILLINUDGEL
2453,BILLYS CREEK
2795,BILLYWILLINGA
2758,BILPIN
2611,BIMBERI
2810,BIMBI
2536,BIMBIMBIE
2787,BIMLOW
2584,BINALONG
2583,BINDA
2422,BINDERA
2787,BINDOOK
2404,BINGARA
2469,BINGEEBEEBRA CREEK
2537,BINGIE
2311,BINGLEBURRA
2399,BINIGUY
2630,BINJURA
2479,BINNA BURRA
2395,BINNAWAY
2665,BINYA
2041,BIRCHGROVE
2446,BIRDWOOD
2710,BIRGANBIGIL
2287,BIRMINGHAM GARDENS
2844,BIRRIWA
2143,BIRRONG
2326,BISHOPS BRIDGE
2340,BITHRAMERE
2439,BLACK CREEK
2729,BLACK CREEK
2430,BLACK HEAD
2322,BLACK HILL
2828,BLACK HOLLOW
2365,BLACK MOUNTAIN
2550,BLACK RANGE
2787,BLACK SPRINGS
2283,BLACKALLS PARK
2529,BLACKBUTT
2770,BLACKETT
2785,BLACKHEATH
2790,BLACKMANS FLAT
2444,BLACKMANS POINT
2281,BLACKSMITHS
2148,BLACKTOWN
2148,BLACKTOWN WESTPOINT
2343,BLACKVILLE
2256,BLACKWALL
2560,BLAIR ATHOL
2559,BLAIRMOUNT
2480,BLAKEBROOK
2221,BLAKEHURST
2581,BLAKNEY CREEK
2721,BLAND
2338,BLANDFORD
2142,BLAXCELL
2774,BLAXLAND
2774,BLAXLAND EAST
2460,BLAXLANDS CREEK
2758,BLAXLANDS RIDGE
2799,BLAYNEY
2113,BLENHEIM ROAD
2756,BLIGH PARK
2713,BLIGHTY
2720,BLOWERING
2261,BLUE BAY
2624,BLUE COW
2262,BLUE HAVEN
2480,BLUE KNOB
2408,BLUE NOBBY
2380,BLUE VALE
2428,BLUEYS BEACH
2450,BOAMBEE
2452,BOAMBEE EAST
2582,BOAMBOLO
2316,BOAT HARBOUR
2480,BOAT HARBOUR
2877,BOBADAH
2429,BOBIN
2439,BOBS CREEK
2316,BOBS FARM
2630,BOBUNDARA
2631,BOCO
2850,BOCOBLE
2865,BOCOBRA
2545,BODALLA
2820,BODANGORA
2739,BOEILL CREEK
2826,BOGAN
2876,BOGAN GATE
2488,BOGANGAR
2849,BOGEE
2409,BOGGABILLA
2382,BOGGABRI
2720,BOGONG PEAKS WILDERNESS
2390,BOHENA CREEK
2430,BOHNOCK
2629,BOLARO
2372,BOLIVIA
2540,BOLONG
2283,BOLTON POINT
2320,BOLWARRA
2320,BOLWARRA HEIGHTS
2460,BOM BOM
2541,BOMADERRY
2423,BOMBAH POINT
2632,BOMBALA
2622,BOMBAY
2850,BOMBIRA
2533,BOMBO
2720,BOMBOWLEE
2720,BOMBOWLEE CREEK
2650,BOMEN
2357,BOMERA
2469,BONALBO
2026,BONDI
2026,BONDI BEACH
2632,BONDI FOREST
1355,BONDI JUNCTION
2022,BONDI JUNCTION
2264,BONNELLS BAY
2226,BONNET BAY
2232,BONNIE VALE
2445,BONNY HILLS
2177,BONNYRIGG
2177,BONNYRIGG HEIGHTS
2361,BONSHAW
2450,BONVILLE
2480,BOOERIE CREEK
2650,BOOK BOOK
2257,BOOKER BAY
2582,BOOKHAM
2372,BOOKOOKOORARA
2460,BOOKRAM
2423,BOOLAMBAYTE
2284,BOOLAROO
2388,BOOLCARROLL
2711,BOOLIGAL
2540,BOOLIJAH
2712,BOOMANOOMANA
2428,BOOMERANG BEACH
2866,BOOMEY
2405,BOOMI
2476,BOOMI CREEK
2877,BOONA MOUNT
2409,BOONAL
2372,BOONOO BOONOO
2480,BOORABEE PARK
2284,BOORAGUL
2425,BOORAL
2652,BOORGA
2429,BOORGANNA
2350,BOOROLONG
2372,BOOROOK
2650,BOOROOMA
2710,BOOROORBAN
2586,BOOROWA
2430,BOOTAWA
2428,BOOTI BOOTI
2480,BOOYONG
2471,BORA RIDGE
2346,BORAH CREEK
2343,BORAMBIL
2650,BORAMBOLA
2474,BORDER RANGES
2800,BOREE
2652,BOREE CREEK
2800,BORENORE
2622,BORO
2176,BOSSLEY PARK
2453,BOSTOBRICK
1455,BOTANY
1781,BOTANY
2019,BOTANY
2850,BOTOBOLAR
2469,BOTTLE CREEK
2251,BOUDDI
2828,BOURBAH
2840,BOURKE
2650,BOURKELANDS
2548,BOURNDA
2868,BOURNEWOOD
2566,BOW BOWING
2864,BOWAN PARK
2753,BOWEN MOUNTAIN
2790,BOWENFELS
2340,BOWLING ALLEY POINT
2422,BOWMAN
2422,BOWMAN FARM
2330,BOWMANS CREEK
2644,BOWNA
2582,BOWNING
2576,BOWRAL
2449,BOWRAVILLE
2257,BOX HEAD
2765,BOX HILL
2357,BOX RIDGE
2580,BOXERS CREEK
2551,BOYDTOWN
2560,BRADBURY
2556,BRADFIELD
2339,BRAEFIELD
2575,BRAEMAR
2628,BRAEMAR BAY
2622,BRAIDWOOD
2324,BRANDY HILL
2335,BRANXTON
2460,BRAUNSTONE
2337,BRAWBOY
2484,BRAY PARK
2484,BRAYS CREEK
2579,BRAYTON
2581,BREADALBANE
2849,BREAKFAST CREEK
2137,BREAKFAST POINT
2540,BREAM BEACH
2626,BREDBO
2827,BREELONG
2381,BREEZA
2752,BRERETON
2422,BRETTI
2839,BREWARRINA
2795,BREWONGLE
2365,BRIARBROOK
2594,BRIBBAREE
2330,BRIDGMAN
2454,BRIERFIELD
2216,BRIGHTON-LE-SANDS
2264,BRIGHTWATERS
2441,BRIL BRIL
2430,BRIMBIN
2611,BRINDABELLA
2454,BRINERVILLE
2556,BRINGELLY
3707,BRINGENBRONG
2580,BRISBANE GROVE
2292,BROADMEADOW
2472,BROADWATER
2549,BROADWATER
2007,BROADWAY
2581,BROADWAY
2705,BROBENAH
2830,BROCKLEHURST
2642,BROCKLESBY
2365,BROCKLEY
2360,BRODIES PLAINS
2848,BROGANS CREEK
2535,BROGERS CREEK
2550,BROGO
2330,BROKE
2629,BROKEN DAM
2481,BROKEN HEAD
2880,BROKEN HILL
2880,BROKEN HILL NORTH
2880,BROKEN HILL WEST
2446,BROMBIN
2024,BRONTE
2656,BROOKDALE
2420,BROOKFIELD
2450,BROOKLANA
2479,BROOKLET
2083,BROOKLYN
2656,BROOKONG
2100,BROOKVALE
2538,BROOMAN
2463,BROOMS HEAD
2880,BROUGHAMS GATE
2535,BROUGHTON
2535,BROUGHTON VALE
2534,BROUGHTON VILLAGE
2537,BROULEE
2570,BROWNLOW HILL
2799,BROWNS CREEK
2540,BROWNS MOUNTAIN
2530,BROWNSVILLE
2650,BRUCEDALE
2875,BRUIE PLAINS
2795,BRUINBUN
2476,BRUMBY PLAINS
2540,BRUNDEE
2722,BRUNGLE
2722,BRUNGLE CREEK
2323,BRUNKERVILLE
2483,BRUNSWICK HEADS
2460,BRUSHGROVE
2365,BRUSHY CREEK
2540,BUANGLA
2450,BUCCA
2429,BUCCA WAUKA
2460,BUCCARUMBI
2323,BUCHANAN
2550,BUCKAJO
2850,BUCKAROO
2536,BUCKENBOWRA
2630,BUCKENDERRA
2472,BUCKENDOON
2250,BUCKETTY
2449,BUCKRA BENDINNI
2622,BUDAWANG
2825,BUDDABADAH
2849,BUDDEN
2535,BUDDEROO
2720,BUDDONG
2850,BUDGEE BUDGEE
2262,BUDGEWOI
2262,BUDGEWOI PENINSULA
2577,BUDGONG
2262,BUFF POINT
2357,BUGALDIE
2632,BUKALONG
2360,BUKKULLA
2423,BULAHDELAH
2622,BULEE
2330,BULGA
2429,BULGA FOREST
2650,BULGARY
2835,BULLA
2594,BULLA CREEK
2784,BULLABURRA
2824,BULLAGREEN
2400,BULLARAH
2710,BULLATALE
2390,BULLAWA CREEK
2469,BULLDOG
2516,BULLI
2422,BULLIAC
2575,BULLIO
2627,BULLOCKS FLAT
2387,BULYEROI
2794,BUMBALDRY
2626,BUMBALONG
2870,BUMBERRY
2324,BUNDABAH
2454,BUNDAGEN
2578,BUNDANOON
2359,BUNDARRA
2230,BUNDEENA
2343,BUNDELLA
2823,BUNDEMAR
2535,BUNDEWALLAH
2473,BUNDJALUNG
2422,BUNDOOK
2700,BUNDURE
2852,BUNGABA
2480,BUNGABBEE
2486,BUNGALORA
2630,BUNGARBY
2767,BUNGARRIBEE
2469,BUNGAWALBIN
2621,BUNGENDORE
2580,BUNGONIA
2640,BUNGOWANNAH
2423,BUNGWAHL
2731,BUNNALOO
2337,BUNNAN
2429,BUNYAH
2630,BUNYAN
2671,BURCHER
2328,BUREEN
2440,BURNT BRIDGE
2792,BURNT YARDS
2739,BURONGA
2620,BURRA
2653,BURRA
2722,BURRA CREEK
2732,BURRABOI
2576,BURRADOO
2795,BURRAGA
2550,BURRAGATE
2570,BURRAGORANG VALLEY
2650,BURRANDANA
2230,BURRANEER
2594,BURRANGONG
2447,BURRAPINE
2577,BURRAWANG
2429,BURRELL CREEK
2386,BURREN JUNCTION
2540,BURRIER
2539,BURRILL LAKE
2483,BURRINGBAR
2582,BURRINJUCK
2821,BURROWAY
2642,BURRUMBUTTOCK
2850,BURRUNDULLA
2627,BURRUNGUBUGGE
1805,BURWOOD
2134,BURWOOD
2136,BURWOOD HEIGHTS
2134,BURWOOD NORTH
2168,BUSBY
2469,BUSBYS FLAT
2259,BUSHELLS RIDGE
2283,BUTTABA
2323,BUTTAI
2321,BUTTERWICK
2571,BUXTON
2446,BYABARRA
2628,BYADBO WILDERNESS
2484,BYANGUM
2849,BYLONG
2800,BYNG
2831,BYROCK
2481,BYRON BAY
2484,BYRRILL CREEK
2621,BYWONG
2137,CABARITA
2488,CABARITA BEACH
2430,CABBAGE TREE ISLAND
2477,CABBAGE TREE ISLAND
2166,CABRAMATTA
2166,CABRAMATTA WEST
2629,CABRAMURRA
2747,CADDENS
2545,CADGEE
2800,CADIA
2850,CAERLEON
2424,CAFFREYS FLAT
2446,CAIRNCROSS
2340,CALALA
2460,CALAMIA
2527,CALDERWOOD
2710,CALDWELL
2250,CALGA
2729,CALIFAT
2710,CALIMO
2308,CALLAGHAN
2422,CALLAGHANS CREEK
2540,CALLALA BAY
2540,CALLALA BEACH
2462,CALLIOPE
2795,CALOOLA
2632,CAMBALONG
2330,CAMBERWELL
2540,CAMBEWARRA
2540,CAMBEWARRA VILLAGE
2849,CAMBOON
2420,CAMBRA
2747,CAMBRIDGE GARDENS
2747,CAMBRIDGE PARK
2469,CAMBRIDGE PLATEAU
2570,CAMDEN
2443,CAMDEN HEAD
2570,CAMDEN PARK
2570,CAMDEN SOUTH
2142,CAMELLIA
2285,CAMERON PARK
2359,CAMERONS CREEK
2469,CAMIRA
2062,CAMMERAY
4385,CAMP CREEK
2560,CAMPBELLTOWN
2560,CAMPBELLTOWN NORTH
1450,CAMPERDOWN
2050,CAMPERDOWN
2194,CAMPSIE
2318,CAMPVALE
2281,CAMS WHARF
2046,CANADA BAY
2850,CANADIAN LEAD
2835,CANBELEGO
2550,CANDELO
2460,CANGAI
2480,CANIABA
2166,CANLEY HEIGHTS
2166,CANLEY VALE
2800,CANOBOLAS
2157,CANOELANDS
2825,CANONBA
2804,CANOWINDRA
2193,CANTERBURY
2263,CANTON BEACH
2577,CANYONLEIGH
2429,CAPARRA
2469,CAPEEN CREEK
2846,CAPERTEE
2371,CAPOOMPETA
2623,CAPTAINS FLAT
2650,CARABOST
2810,CARAGABAL
2850,CARCALGONG
2791,CARCOAR
2285,CARDIFF
2285,CARDIFF HEIGHTS
2285,CARDIFF SOUTH
2283,CAREY BAY
2800,CARGO
2831,CARINDA
1495,CARINGBAH
2229,CARINGBAH
2229,CARINGBAH SOUTH
2630,CARLAMINDA
2118,CARLINGFORD
2118,CARLINGFORD COURT
2118,CARLINGFORD NORTH
2218,CARLTON
2171,CARNES HILL
2460,CARNHAM
2486,CAROOL
2343,CAROONA
2311,CARRABOLLA
2440,CARRAI
2163,CARRAMAR
2711,CARRATHOOL
2580,CARRICK
2294,CARRINGTON
2324,CARRINGTON
2577,CARRINGTON FALLS
2340,CARROLL
2372,CARROLLS CREEK
2330,CARROWBROOK
2460,CARRS CREEK
2460,CARRS ISLAND
2460,CARRS PENINSULA
2221,CARSS PARK
2168,CARTWRIGHT
2650,CARTWRIGHTS HILL
2849,CARWELL
2620,CARWOOLA
2453,CASCADE
2470,CASINO
2329,CASSILIS
2069,CASTLE COVE
2350,CASTLE DOYLE
1765,CASTLE HILL
2154,CASTLE HILL
2333,CASTLE ROCK
2068,CASTLECRAG
2749,CASTLEREAGH
2487,CASUARINA
2170,CASULA
2170,CASULA MALL
2536,CATALINA
2560,CATARACT
2632,CATHCART
2557,CATHERINE FIELD
2281,CATHERINE HILL BAY
2823,CATHUNDRAL
2756,CATTAI
2339,CATTLE CREEK
2582,CAVAN
2281,CAVES BEACH
2570,CAWDOR
2474,CAWONGLA
2171,CECIL HILLS
2178,CECIL PARK
2259,CEDAR BRUSH CREEK
2325,CEDAR CREEK
2484,CEDAR CREEK
2429,CEDAR PARTY
2474,CEDAR POINT
2424,CELLS RIVER
2021,CENTENNIAL PARK
2252,CENTRAL COAST MC
2756,CENTRAL COLO
2775,CENTRAL MACDONALD
2250,CENTRAL MANGROVE
2546,CENTRAL TILBA
2325,CESSNOCK
2325,CESSNOCK WEST
2460,CHAELUNDI
2259,CHAIN VALLEY BAY
2630,CHAKOLA
2460,CHAMBIGNE
2848,CHARBON
2678,CHARLES STURT UNIVERSITY
2795,CHARLES STURT UNIVERSITY
2290,CHARLESTOWN
2622,CHARLEYS FOREST
2428,CHARLOTTE BAY
2624,CHARLOTTE PASS
2795,CHARLTON
2263,CHARMHAVEN
2430,CHATHAM
2787,CHATHAM VALLEY
2580,CHATSBURY
2057,CHATSWOOD
2067,CHATSWOOD
2067,CHATSWOOD WEST
2469,CHATSWORTH
2083,CHEERO POINT
2119,CHELTENHAM
2360,CHERRY TREE HILL
2126,CHERRYBROOK
2162,CHESTER HILL
2420,CHICHESTER
2036,CHIFLEY
2339,CHILCOTTS CREEK
2480,CHILCOTTS GRASS
2484,CHILLINGHAM
2487,CHINDERAH
2550,CHINNOCK
2008,CHIPPENDALE
2170,CHIPPING NORTON
2322,CHISHOLM
2046,CHISWICK
2261,CHITTAWAY BAY
2261,CHITTAWAY POINT
2484,CHOWAN CREEK
1405,CHULLORA
1782,CHULLORA
2190,CHULLORA
2105,CHURCH POINT
2848,CLANDULLA
2711,CLARE
2747,CLAREMONT MEADOWS
2790,CLARENCE
2321,CLARENCE TOWN
2756,CLARENDON
2460,CLARENZA
2107,CLAREVILLE
2559,CLAYMORE
2795,CLEAR CREEK
2620,CLEAR RANGE
2469,CLEARFIELD
2206,CLEMTON PARK
2800,CLERGATE
2530,CLEVELAND
2460,CLIFDEN
2321,CLIFTLEIGH
2515,CLIFTON
2800,CLIFTON GROVE
2093,CLONTARF
2484,CLOTHIERS CREEK
2453,CLOUDS CREEK
2480,CLOVASS
2031,CLOVELLY
2031,CLOVELLY WEST
2480,CLUNES
2440,CLYBUCCA
2142,CLYDE
2330,CLYDESDALE
2283,COAL POINT
2508,COALCLIFF
2460,COALDALE
2108,COASTERS RETREAT
2486,COBAKI
2486,COBAKI LAKES
2835,COBAR
2790,COBAR PARK
2550,COBARGO
2422,COBARK
2347,COBBADAH
2570,COBBITTY
2844,COBBORA
2732,COBRAMUNGA
2539,COCKWHY
2471,CODRINGTON
2480,COFFEE CAMP
2450,COFFS HARBOUR
2450,COFFS HARBOUR DC
2450,COFFS HARBOUR JETTY
2450,COFFS HARBOUR PLAZA
2849,COGGAN
2083,COGRA BAY
2537,COILA
2462,COLDSTREAM
2707,COLEAMBALLY
2761,COLEBEE
2515,COLEDALE
2700,COLINROOBIE
2626,COLINTON
2833,COLLARENEBRI
2097,COLLAROY
2097,COLLAROY BEACH
2097,COLLAROY PLATEAU
2581,COLLECTOR
2646,COLLENDINA
2839,COLLERINA
2827,COLLIE
2650,COLLINGULLIE
2850,COLLINGWOOD
2474,COLLINS CREEK
2440,COLLOMBATTI
2460,COLLUM COLLUM
2343,COLLY BLUE
2756,COLO
2795,COLO
2756,COLO HEIGHTS
2575,COLO VALE
2262,COLONGRA
2760,COLYTON
2440,COMARA
2666,COMBANING
2829,COMBARA
2540,COMBERTON
2330,COMBO
2429,COMBOYNE
2832,COME BY CHANCE
2540,COMERONG ISLAND
2484,COMMISSIONERS CREEK
2226,COMO
2820,COMOBELLA
2710,CONARGO
2137,CONCORD
2138,CONCORD WEST
2138,CONCORD WEST DC
2200,CONDELL PARK
2877,CONDOBOLIN
2484,CONDONG
2422,CONEAC
2447,CONGARINNI
2447,CONGARINNI NORTH
2325,CONGEWAI
2537,CONGO
2829,CONIMBIA
2500,CONISTON
2539,CONJOLA
2539,CONJOLA PARK
2221,CONNELLS POINT
2145,CONSTITUTION HILL
2034,COOGEE
2870,COOKAMIDGERA
2650,COOKARDINIA
2850,COOKS GAP
2300,COOKS HILL
2870,COOKS MYALLS
2831,COOLABAH
2727,COOLAC
2550,COOLAGOLITE
2843,COOLAH
2701,COOLAMON
2535,COOLANGATTA
2550,COOLANGUBRA
2402,COOLATAI
2611,COOLEMAN
2729,COOLEYS CREEK
2478,COOLGARDIE
2423,COOLONGOLOOK
2630,COOLRINGDON
2632,COOLUMBOOKA
2622,COOLUMBURRA
2630,COOMA
2428,COOMBA BAY
2428,COOMBA PARK
2460,COOMBADJHA
2470,COOMBELL
2717,COOMEALLA
2343,COOMOO COOMOO
2357,COONABARABRAN
2829,COONAMBLE
2726,COONEYS CREEK
2469,COONGBAR
2441,COOPERABUNG
2426,COOPERNOOK
2550,COOPERS GULLY
2479,COOPERS SHOOT
2424,COOPLACURRIPA
2479,COORABELL
2265,COORANBONG
2590,COOTAMUNDRA
2628,COOTRALANTRA
2850,COOYAL
2251,COPACABANA
2852,COPE
2422,COPELAND
2360,COPETON
2460,COPMANHURST
2644,COPPABELLA
2795,COPPERHANNIA
2471,CORAKI
2443,CORALVILLE
2450,CORAMBA
2622,CORANG
2440,CORANGULA
2705,CORBIE HILL
2526,CORDEAUX
2526,CORDEAUX HEIGHTS
2710,COREE
2646,COREEN
2456,CORINDI BEACH
2871,CORINELLA
2315,CORLETTE
2480,CORNDALE
2790,CORNEY TOWN
2756,CORNWALLIS
2700,COROBIMILLA
2646,COROWA
2325,CORRABARE
2518,CORRIMAL
2518,CORRIMAL EAST
2711,CORRONG
2633,CORROWONG
2546,CORUNNA
2084,COTTAGE POINT
4375,COTTONVALE
2474,COUGAL
2630,COUNTEGANY
2653,COURABYRA
2390,COURADDA
2720,COURAGAGO
2571,COURIDJAH
2460,COUTTS CROSSING
2795,COW FLAT
2652,COWABBIE
2081,COWAN
2460,COWPER
2794,COWRA
2849,COXS CREEK
2849,COXS CROWN
2483,CRABBES CREEK
2627,CRACKENBACK
2632,CRAIGIE
2749,CRANEBROOK
2259,CRANGAN BAY
2422,CRAVEN
2422,CRAVEN PLATEAU
2423,CRAWFORD RIVER
2338,CRAWNEY
2627,CREEL BAY
2631,CREEWAH
2090,CREMORNE
2090,CREMORNE JUNCTION
2090,CREMORNE POINT
2440,CRESCENT HEAD
2620,CRESTWOOD
2502,CRINGILA
2430,CROKI
2099,CROMER
2230,CRONULLA
2400,CROOBLE
2539,CROOBYAR
