Postcode,Suburb
7254,GOLCONDA
7304,GOLDEN VALLEY
7010,GOODWOOD
7150,GORDON
7466,GORMANSTON
7216,GOSHEN
7216,GOULDS COUNTRY
7306,GOWRIE PARK
7030,GRANTON
7469,GRANVILLE HARBOUR
7017,GRASSTREE HILL
7256,GRASSY
7276,GRAVELLY BEACH
7215,GRAY
7150,GREAT BAY
7270,GREENS BEACH
7140,GRETNA
7277,GRINDELWALD
7109,GROVE
7321,GUILDFORD
7315,GUNNS PLAINS
7290,HADSPEN
7292,HAGLEY
7140,HAMILTON
7321,HAMPSHIRE
7307,HARFORD
7109,HASTINGS
7320,HAVENVIEW
7307,HAWLEY BEACH
7140,HAYES
7151,HEARD ISLAND
7321,HELLYER
7325,HENRIETTA
7030,HERDSMANS COVE
7030,HERMITAGE
7264,HERRICK
7316,HEYBRIDGE
7321,HIGHCLERE
7183,HIGHCROFT
7320,HILLCREST
7252,HILLWOOD
7000,HOBART
7001,HOBART
7140,HOLLOW TREE
7275,HOLWELL
7017,HONEYWOOD
7054,HOWDEN
7018,HOWRAH
7316,HOWTH
7055,HUNTINGFIELD
7112,HUON ISLAND
7109,HUONVILLE
7109,IDA BAY
7030,INTERLAKEN
7248,INVERMAY
7330,IRISHTOWN
7304,JACKEYS MARSH
7030,JERICHO
7260,JETSONVILLE
7109,JUDBURY
7260,KAMONA
7150,KAOOTA
7140,KARANJA
7267,KAROOLA
7270,KAYENA
7176,KELLEVIE
7270,KELSO
7030,KEMPTON
7155,KETTERING
7255,KILLIECRANKIE
7150,KILLORA
7304,KIMBERLEY
7310,KINDRED
7249,KINGS MEADOWS
7050,KINGSTON
7051,KINGSTON
7050,KINGSTON BEACH
7187,KOONYA
7140,LACHLAN
7255,LACKRANA
7255,LADY BARRON
7210,LAKE LEAKE
7467,LAKE MARGARET
7030,LAKE SORELL
7140,LAKE ST CLAIR
7267,LALLA
7275,LANENA
7325,LAPOINYA
7307,LATROBE
7021,LAUDERDALE
7250,LAUNCESTON
7140,LAWITTA
7254,LEBRINA
7255,LEEKA
7252,LEFROY
7277,LEGANA
7263,LEGERWOOD
7315,LEITH
7120,LEMONT
7008,LENAH VALLEY
7054,LESLIE VALE
7120,LEVENDALE
7173,LEWISHAM
7030,LIAWENEE
7304,LIENA
7260,LIETINNA
7301,LIFFEY
7330,LILEAH
7310,LILLICO
7268,LILYDALE
7015,LINDISFARNE
7260,LISLE
7140,LITTLE PINE LAGOON
7190,LITTLE SWANPORT
7255,LOCCOTA
7275,LOIRA
7140,LONDON LAKES
7253,LONG REACH
7301,LONGFORD
7150,LONGLEY
7109,LONNAVALE
7315,LOONGANA
7256,LOORANA
7306,LORINNA
7216,LOTTAH
7253,LOW HEAD
7306,LOWER BARRINGTON
7306,LOWER BEULAH
7109,LOWER LONGLEY
7030,LOWER MARSHES
7005,LOWER SANDY BAY
7054,LOWER SNUG
7267,LOWER TURNERS MARSH
7109,LOWER WATTLE GROVE
7310,LOWER WILMOT
7316,LOYETEA
7109,LUCASTON
7255,LUGHRATA
7321,LUINA
7252,LULWORTH
7150,LUNAWANNA
7109,LUNE RIVER
7009,LUTANA
7109,LYMINGTON
7256,LYMWOOD
7468,MACQUARIE HEADS
7151,MACQUARIE ISLAND
7140,MACQUARIE PLAINS
7140,MAGRA
7140,MALBINA
7030,MANGALORE
7214,MANGANA
7054,MARGATE
7175,MARION BAY
7330,MARRAWAH
7214,MATHINNA
7321,MAWBANNA
7151,MAWSON
7304,MAYBERRY
7140,MAYDENA
7248,MAYFIELD
7151,MCDONALD ISLANDS
7140,MEADOWBANK
7304,MEANDER
7330,MELLA
7310,MELROSE
7030,MELTON MOWBRAY
7255,MEMANA
7330,MENGHA
7304,MERSEY FOREST
7305,MERSEYLEA
7325,MEUNNA
7310,MIANDETTA
7306,MIDDLESEX
7163,MIDDLETON
7171,MIDWAY POINT
7030,MIENA
7325,MILABENA
7030,MILLERS BLUFF
7310,MOINA
7304,MOLE CREEK
7140,MOLESWORTH
7304,MOLTEMA
7330,MONTAGU
7018,MONTAGU BAY
7304,MONTANA
7320,MONTELLO
7010,MONTROSE
7321,MONTUMANA
7140,MOOGARA
7009,MOONAH
7321,MOOREVILLE
7264,MOORINA
7325,MOORLEAH
7030,MORASS BAY
7307,MORIARTY
7018,MORNINGTON
7252,MOUNT DIRECTION
7140,MOUNT FIELD
7325,MOUNT HICKS
7140,MOUNT LLOYD
7007,MOUNT NELSON
7306,MOUNT ROLAND
7170,MOUNT RUMNEY
7120,MOUNT SEYMOUR
7000,MOUNT STUART
7264,MOUNT WILLIAM
7109,MOUNTAIN RIVER
7248,MOWBRAY
7178,MURDUNNA
7264,MUSSELROE BAY
7325,MYALLA
7259,MYRTLE BANK
7330,NABAGEENA
7260,NABOWLA
7256,NARACOOPA
7140,NATIONAL PARK
7321,NATONE
7304,NEEDLES
7054,NEIKA
7330,NELSON BAY
7140,NEW NORFOLK
7008,NEW TOWN
7248,NEWNHAM
7250,NEWSTEAD
7112,NICHOLLS RIVULET
7315,NIETTA
7212,NILE
7306,NOOK
7150,NORTH BRUNY
7000,NORTH HOBART
7002,NORTH HOBART
7268,NORTH LILYDALE
7315,NORTH MOTTON
7260,NORTH SCOTTSDALE
7307,NORTHDOWN
7250,NORWOOD
7275,NOTLEY HILLS
7306,NOWHERE ELSE
7184,NUBEENA
7256,NUGARA
7172,NUGENT
7259,NUNAMARA
7019,OAKDOWNS
7303,OAKS
7120,OATLANDS
7320,OCEAN VISTA
7017,OLD BEACH
7325,OLDINA
7325,OONAH
7023,OPOSSUM BAY
7190,ORFORD
7172,ORIELTON
7303,OSMASTON
7140,OSTERLEY
7017,OTAGO
7140,OUSE
7150,OYSTER COVE
7255,PALANA
7310,PALOONA
7306,PARADISE
7120,PARATTAH
7320,PARK GROVE
7304,PARKHAM
7320,PARKLANDS
7321,PARRAWE
7259,PATERSONIA
7172,PAWLEENA
7120,PAWTELLA
7256,PEARSHAPE
7256,PEGARAH
7030,PELHAM
7150,PELVERATA
7316,PENGUIN
7171,PENNA
7300,PERTH
7109,PETCHEYS BAY
7264,PIONEER
7254,PIPERS BROOK
7252,PIPERS RIVER
7140,PLENTY
7302,POATINA
7116,POLICE POINT
7030,PONTVILLE
7190,PONTYPOOL
7182,PORT ARTHUR
7116,PORT HUON
7321,PORT LATTA
7307,PORT SORELL
7300,POWRANNA
7185,PREMAYDENA
7325,PREOLENNA
7316,PRESERVATION BAY
7315,PRESTON
7173,PRIMROSE SANDS
7306,PROMISED LAND
7250,PROSPECT
7250,PROSPECT VALE
7249,PUNCHBOWL
7216,PYENGANA
7292,QUAMBY BEND
7304,QUAMBY BROOK
7000,QUEENS DOMAIN
7467,QUEENSTOWN
7310,QUOIBA
7305,RAILTON
7109,RAMINEA
7112,RANDALLS BAY
7109,RANELAGH
7255,RANGA
7250,RAVENSWOOD
7109,RECHERCHE
7304,RED HILLS
7330,REDPA
7304,REEDY MARSH
7256,REEKARA
7258,RELBIA
7469,RENISON BELL
7254,RETREAT
7304,REYNOLDS NECK
7190,RHEBAN
7120,RHYNDASTON
7316,RIANA
7025,RICHMOND
7054,RIDGEWAY
7321,RIDGLEY
7263,RINGAROOMA
7017,RISDON
7016,RISDON VALE
7250,RIVERSIDE
7275,ROBIGANA
7248,ROCHERLEA
7170,ROCHES BEACH
7321,ROCKY CAPE
7190,ROCKY HILLS
7330,ROGER RIVER
7019,ROKEBY
7306,ROLAND
7320,ROMAINE
7015,ROSE BAY
7470,ROSEBERY
7140,ROSEGARLAND
7010,ROSETTA
7292,ROSEVALE
7277,ROSEVEARS
7018,ROSNY
7018,ROSNY PARK
7209,ROSS
7213,ROSSARDEN
7320,ROUND HILL
7270,ROWELLA
7213,ROYAL GEORGE
7190,RUNNYMEDE
7264,RUSHY LAGOON
7186,SALTWATER RIVER
7150,SANDFLY
7020,SANDFORD
7005,SANDY BAY
7006,SANDY BAY
7307,SASSAFRAS
7321,SAVAGE RIVER
7215,SCAMANDER
7330,SCOPUS
7330,SCOTCHTOWN
7260,SCOTTSDALE
7256,SEA ELEPHANT
7292,SELBOURNE
7170,SEVEN MILE BEACH
7215,SEYMOUR
7030,SHANNON
7307,SHEARWATER
7306,SHEFFIELD
7320,SHOREWELL PARK
7270,SIDMOUTH
7150,SIMPSONS BAY
7321,SISTERS BEACH
7325,SISTERS CREEK
7186,SLOPING MAIN
7330,SMITHTON
7054,SNUG
7322,SOMERSET
7172,SORELL
7140,SORELL CREEK
7022,SOUTH ARM
7150,SOUTH BRUNY
7320,SOUTH BURNIE
7330,SOUTH FOREST
7004,SOUTH HOBART
7249,SOUTH LAUNCESTON
7264,SOUTH MOUNT CAMERON
7315,SOUTH NIETTA
7315,SOUTH PRESTON
7316,SOUTH RIANA
7310,SOUTH SPREYTON
7260,SOUTH SPRINGFIELD
7109,SOUTHPORT
7109,SOUTHPORT LAGOON
7315,SPALFORD
7315,SPRENT
7310,SPREYTON
7190,SPRING BEACH
7260,SPRINGFIELD
7307,SQUEAKING POINT
7216,ST HELENS
7250,ST LEONARDS
7215,ST MARYS
7331,STANLEY
7306,STAVERTON
7030,STEPPES
7216,STIEGLITZ
7120,STONEHENGE
7119,STONOR
7252,STONY HEAD
7310,STONY RISE
7306,STOODLEY
7184,STORMLEA
7213,STORYS CREEK
7321,STOWPORT
7468,STRAHAN
7109,STRATHBLANE
7139,STRATHGORDON
7140,STRICKLAND
7255,STRZELECKI
7140,STYX
7316,SULPHUR CREEK
7250,SUMMERHILL
7305,SUNNYSIDE
7116,SURGES BAY
7256,SURPRISE BAY
7116,SURVEYORS BAY
7252,SWAN BAY
7275,SWAN POINT
7190,SWANSEA
7120,SWANSTON
7325,TABLE CAPE
7325,TAKONE
7263,TALAWA
7180,TARANNA
7259,TARGA
7310,TARLETON
7053,TAROONA
7140,TARRALEAH
7259,TAYENE
7017,TEA TREE
7264,TELITA
7330,TEMMA
7321,TEWKESBURY
7216,THE GARDENS
7307,THIRLSTANE
7120,TIBERIAS
7054,TINDERBOX
7030,TODS CORNER
7330,TOGARI
7301,TOIBERRY
7007,TOLMANS HILL
7262,TOMAHAWK
7260,TONGANAH
7209,TOOMS LAKE
7018,TRANMERE
7250,TRAVELLERS REST
7263,TRENAH
7250,TREVALLYN
7190,TRIABUNNA
7469,TRIAL HARBOUR
7330,TROWUTTA
7310,TUGRAH
7260,TULENDEENA
7321,TULLAH
7120,TUNBRIDGE
7120,TUNNACK
7254,TUNNEL
7315,TURNERS BEACH
7267,TURNERS MARSH
7140,TYENNA
7315,ULVERSTONE
7268,UNDERWOOD
7212,UPPER BLESSINGTON
7320,UPPER BURNIE
7315,UPPER CASTRA
7214,UPPER ESK
7321,UPPER NATONE
7215,UPPER SCAMANDER
7321,UPPER STOWPORT
7150,UPPER WOODSTOCK
7140,UXBRIDGE
7112,VERONA SANDS
7140,VICTORIA VALLEY
7030,WADDAMANA
7304,WALLS OF JERUSALEM
7321,WARATAH
7018,WARRANE
7261,WARRENTINNA
7262,WATERHOUSE
7109,WATERLOO
7109,WATTLE GROVE
7172,WATTLE HILL
7250,WAVERLEY
7140,WAYATINAH
7304,WEEGENA
7304,WEETAH
7264,WELDBOROUGH
7054,WELLINGTON PARK
7307,WESLEY VALE
7000,WEST HOBART
7306,WEST KENTISH
7250,WEST LAUNCESTON
7330,WEST MONTAGU
7009,WEST MOONAH
7321,WEST MOOREVILLE
7316,WEST PINE
7321,WEST RIDGLEY
7260,WEST SCOTTSDALE
7325,WEST TAKONE
7315,WEST ULVERSTONE
7303,WESTBURY
7304,WESTERN CREEK
7212,WESTERN JUNCTION
7140,WESTERWAY
7292,WESTWOOD
7252,WEYMOUTH
7184,WHITE BEACH
7258,WHITE HILLS
7120,WHITEFOORD
7255,WHITEMARK
7303,WHITEMORE
7256,WICKHAM
7030,WILBURVILLE
7310,WILMOT
7321,WILTSHIRE
7252,WINDERMERE
7255,WINGAROO
7275,WINKLEIGH
7265,WINNALEAH
7320,WIVENHOE
7162,WOODBRIDGE
7120,WOODBURY
7120,WOODSDALE
7109,WOODSTOCK
7330,WOOLNORTH
7254,WYENA
7325,WYNYARD
7256,YAMBACOONA
7256,YARRA CREEK
7325,YOLLA
7120,YORK PLAINS
7270,YORK TOWN
7249,YOUNGTOWN
7469,ZEEHAN
