Postcode,Suburb
6537,DIRK HARTOG ISLAND
6258,DIXVALE
6725,DJUGUN
6525,DONGARA
6315,DONGOLOCKING
6258,DONNELLY RIVER
6239,DONNYBROOK
6112,DOOBARDA
6383,DOODENANNING
6411,DOODLAKINE
6701,DORRE ISLAND
6018,DOUBLEVIEW
6461,DOWERIN
6330,DROME
6532,DRUMMOND COVE
6311,DRYANDRA
6740,DRYSDALE RIVER
6519,DUDAWA
6363,DUDININ
6210,DUDLEY PARK
6475,DUKIN
6383,DULBELLING
6425,DULYALBIN
6566,DUMBARTON
6312,DUMBERNING
6350,DUMBLEYUNG
6023,DUNCRAIG
6443,DUNDAS
6355,DUNN ROCK
6281,DUNSBOROUGH
6743,DURACK
6393,DURANILLIN
6532,DURAWAH
6308,DWARDA
6213,DWELLINGUP
6281,EAGLE BAY
6290,EAST AUGUSTA
6606,EAST BALLIDU
6304,EAST BEVERLEY
6535,EAST BOWES
6230,EAST BUNBURY
6107,EAST CANNINGTON
6701,EAST CARNARVON
6532,EAST CHAPMAN
6606,EAST DAMBORING
6158,EAST FREMANTLE
6705,EAST LYONS RIVER
6450,EAST MUNGLINUP
6640,EAST MURCHISON
6532,EAST NABAWA
6275,EAST NANNUP
6355,EAST NEWDEGATE
6004,EAST PERTH
6892,EAST PERTH
6308,EAST PINGELLY
6309,EAST POPANYINNING
6168,EAST ROCKINGHAM
6101,EAST VICTORIA PARK
6981,EAST VICTORIA PARK
6370,EAST WICKEPIN
6532,EAST YUNA
6260,EASTBROOK
6232,EATON
6054,EDEN HILL
6027,EDGEWATER
6515,EGANU
6034,EGLINTON
6725,EIGHTY MILE BEACH
6490,ELABBIN
6479,ELACHBUTTING
6237,ELGIN
6330,ELLEKER
6069,ELLENBROOK
6532,ELLENDALE
6062,EMBLETON
6431,EMU FLAT
6330,EMU POINT
6518,ENEABBA
6484,ENNUIN
6532,ERADU
6532,ERADU SOUTH
6210,ERSKINE
6450,ESPERANCE
6213,ETMILYN
6443,EUCLA
6532,EURARDY
6317,EWLYAMARTUP
6707,EXMOUTH
6707,EXMOUTH GULF
6208,FAIRBRIDGE
6210,FALCON
6236,FERGUSON
6148,FERNDALE
6431,FEYSVILLE
6432,FIMISTON
6722,FINUCANE
6337,FITZGERALD
6346,FITZGERALD RIVER NATIONAL PARK
6765,FITZROY CROSSING
6302,FLINT
6014,FLOREAT
6302,FLYNN
6286,FOREST GROVE
6324,FOREST HILL
6434,FORREST
6271,FORREST BEACH
6359,FORRESTANIA
6112,FORRESTDALE
6058,FORRESTFIELD
6716,FORTESCUE
6537,FRANCOIS PERON NATIONAL PARK
6396,FRANKLAND RIVER
6443,FRASER RANGE
6160,FREMANTLE
6959,FREMANTLE
6330,FRENCHMAN BAY
6209,FURNISSDALE
6574,GABALONG
6041,GABBADAH
6476,GABBIN
6337,GAIRDNER
6714,GAP RIDGE
6168,GARDEN ISLAND
6705,GASCOYNE JUNCTION
6705,GASCOYNE RIVER
6728,GEEGULLY CREEK
6230,GELORUP
6280,GEOGRAPHE
6532,GEORGINA
6530,GERALDTON
6531,GERALDTON PO
6426,GHOOLI
6743,GIBB
6448,GIBSON
0872,GIBSON DESERT NORTH
0872,GIBSON DESERT SOUTH
6083,GIDGEGANNUP
6302,GILGERING
6370,GILLIMANNING
6510,GILLINGARRA
6701,GILROYD
6725,GINGERAH
6503,GINGIN
6503,GINGINUP
6064,GIRRAWHEEN
6330,GLEDHOW
6071,GLEN FORREST
6230,GLEN IRIS
6239,GLEN MERVYN
6316,GLENCOE
6016,GLENDALOUGH
6532,GLENFIELD
6256,GLENLYNN
6258,GLENORAN
6509,GLENTROMIE
6077,GNANGARA
6285,GNARABUP
6714,GNOOREA
6335,GNOWANGERUP
6328,GNOWELLEN
6174,GOLDEN BAY
6330,GOODE BEACH
6468,GOODLANDS
6460,GOOMALLING
6415,GOOMARIN
6076,GOOSEBERRY HILL
6375,GORGE ROCK
6556,GORRIE
6110,GOSNELLS
6990,GOSNELLS
6284,GRACETOWN
6503,GRANVILLE
6446,GRASS PATCH
6403,GRASS VALLEY
6514,GREEN HEAD
6328,GREEN RANGE
6330,GREEN VALLEY
6254,GREENBUSHES
6210,GREENFIELDS
6302,GREENHILLS
6056,GREENMOUNT
6532,GREENOUGH
6024,GREENWOOD
6924,GREENWOOD
6405,GREENWOODS VALLEY
6535,GREGORY
6521,GREY
6701,GREYS PLAIN
6253,GRIMWADE
6041,GUILDERTON
6055,GUILDFORD
6935,GUILDFORD
6315,GUNDARING
6513,GUNYIDI
6623,GUTHA
6302,GWAMBYGINE
6018,GWELUP
6018,GWELUP DC
6237,GWINDINUP
6076,HACKETTS GULLY
6770,HALLS CREEK
6210,HALLS HEAD
6215,HAMEL
6288,HAMELIN BAY
6532,HAMELIN POOL
6022,HAMERSLEY
6716,HAMERSLEY RANGE
6163,HAMILTON HILL
6963,HAMILTON HILL
6164,HAMMOND PARK
6430,HANNANS
6433,HANNANS PO
6225,HARRIS RIVER
6112,HARRISDALE
6361,HARRISMITH
6220,HARVEY
6308,HASTINGS
6356,HATTER HILL
6333,HAY
6112,HAYNES
6055,HAZELMERE
6333,HAZELVALE
6027,HEATHRIDGE
6056,HELENA VALLEY
6166,HENDERSON
6055,HENLEY BROOK
6236,HENTY
6017,HERDSMAN
6056,HERNE HILL
6211,HERRON
6255,HESTER
6255,HESTER BROOK
6532,HICKETY
6443,HIGGINSVILLE
6057,HIGH WYCOMBE
6313,HIGHBURY
6003,HIGHGATE
6112,HILBERT
6521,HILL RIVER
6025,HILLARYS
6923,HILLARYS
6168,HILLMAN
6312,HILLSIDE
6163,HILTON
6462,HINDMARSH
6413,HINES HILL
6280,HITHERGREEN
6065,HOCKING
6566,HODDYS WELL
6220,HOFFMAN
6426,HOLLETON
6522,HOLMWOOD
6355,HOLT ROCK
6213,HOLYOAKE
6799,HOME ISLAND COCOS (KEELING) ISLANDS
6165,HOPE VALLEY
6125,HOPELAND
6348,HOPETOUN
6535,HORROCKS
6530,HOUTMAN ABROLHOS
6071,HOVEA
6532,HOWATHARRA
6450,HOWICK
6460,HULONGINE
6110,HUNTINGDALE
6359,HYDEN
6522,IKEWA
6028,ILUKA
6721,INDEE
6701,INGGARDA
6213,INGLEHOPE
6052,INGLEWOOD
6932,INGLEWOOD
6302,INKPEN
6018,INNALOO
6918,INNALOO
6751,INNAWANGA
6401,IRISHTOWN
0872,IRRUNYTJU
6525,IRWIN
6452,ISRAELITE BAY
6535,ISSEKA
6335,JACKITUP
6337,JACUP
6275,JALBARRAGUP
6315,JALORAN
6077,JANDABUP
6164,JANDAKOT
6056,JANE BROOK
6258,JARDEE
6728,JARLMADANGAH BURRU
6124,JARRAHDALE
6275,JARRAHWOOD
6306,JELCOBINE
6401,JENNACUBBINE
6401,JENNAPULLIN
6346,JERDACUTTUP
6337,JERRAMUNGUP
6612,JIBBERDING
6753,JIGALONG
6365,JILAKIN
6036,JINDALEE
6280,JINDONG
6395,JINGALUP
6365,JITARNING
6014,JOLIMONT
6027,JOONDALUP
6027,JOONDALUP DC
6919,JOONDALUP DC
6060,JOONDANNA
6567,JULIMAR
6751,JUNA DOWNS
6516,JURIEN BAY
6519,KADATHINNI
6076,KALAMUNDA
6926,KALAMUNDA
6468,KALANNIE
6536,KALBARRI
6536,KALBARRI NATIONAL PARK
6330,KALGAN
6430,KALGOORLIE
6433,KALGOORLIE DC
6433,KALGOORLIE PO
6280,KALGUP
6025,KALLAROO
6280,KALOORUP
6740,KALUMBURU
6442,KAMBALDA EAST
6442,KAMBALDA WEST
6255,KANGAROO GULLY
6431,KANOWNA
0872,KANPA
6044,KARAKIN
6642,KARALUNDI
6152,KARAWARA
6163,KARDINYA
6751,KARIJINI
6358,KARLGARIN
6430,KARLKURLA
6479,KARLONING
6530,KARLOO
6176,KARNUP
6111,KARRAGULLEN
6010,KARRAKATTA
6122,KARRAKUP
6429,KARRAMINDIE
6460,KARRANADGIN
6714,KARRATHA
6714,KARRATHA INDUSTRIAL ESTATE
6288,KARRIDALE
6018,KARRINYUP
6921,KARRINYUP
6472,KARROUN HILL
6317,KATANNING
6401,KATRINE
6302,KAURING
6280,KEALY
6335,KEBARINGUP
6410,KELLERBERRIN
6111,KELMSCOTT
6991,KELMSCOTT
6111,KELMSCOTT DC
6997,KELMSCOTT DC
6323,KENDENUP
6316,KENMARE
6701,KENNEDY RANGE
6151,KENSINGTON
6333,KENTDALE
6107,KENWICK
6182,KERALUP
6105,KEWDALE
6126,KEYSBROOK
6054,KIARA
6728,KIMBOLTON
6330,KING RIVER
6005,KINGS PARK
6701,KINGSFORD
6026,KINGSLEY
6256,KINGSTON
6065,KINGSWAY
6028,KINROSS
6372,KIRK ROCK
6251,KIRUP
0872,KIWIRRKURRA
6328,KOJANEERUP SOUTH
6532,KOJARENA
6395,KOJONUP
6304,KOKEBY
6367,KONDININ
6605,KONDUT
6603,KONNONGORRING
6510,KOOJAN
6431,KOOKYNIE
6733,KOOLAN ISLAND
6623,KOOLANOOKA
6427,KOOLYANOBBING
6461,KOOMBERKINE
6064,KOONDOOLA
6056,KOONGAMIA
6475,KOORDA
6415,KORBEL
6333,KORDABUP
6485,KORRELOCKING
6330,KRONKUP
6290,KUDARDUP
6353,KUENDER
6352,KUKERIN
6244,KULIKUP
6365,KULIN
6365,KULIN WEST
6470,KULJA
6642,KUMARINA
6770,KUNDAT DJARU
6375,KUNJIN
6489,KUNUNOPPIN
6743,KUNUNURRA
6770,KUPARTIYA
6431,KURNALPI
6375,KURRENKUTTEN
6306,KWEDA
6490,KWELKAN
6966,KWINANA
6167,KWINANA BEACH
6167,KWINANA TOWN CENTRE
6385,KWOLYIN
6725,LAGRANGE
6743,LAKE ARGYLE
6640,LAKE AUSTIN
6355,LAKE BIDDY
6479,LAKE BROWN
6355,LAKE CAMM
6646,LAKE CARNEGIE
6215,LAKE CLIFTON
6166,LAKE COOGEE
6438,LAKE DARLOT
6484,LAKE DEBORAH
6353,LAKE GRACE
6603,LAKE HINDS
6260,LAKE JASPER
6356,LAKE KING
6475,LAKE MARGARETTE
6258,LAKE MUIR
6603,LAKE NINAN
6320,LAKE TOOLBRUNUP
6440,LAKE WELLS
6180,LAKELANDS
6431,LAKEWOOD
6430,LAMINGTON
6044,LANCELIN
6065,LANDSDALE
6330,LANGE
6147,LANGFORD
6616,LATHAM
6100,LATHLAIN
6440,LAVERTON
6707,LEARMONTH
6170,LEDA
6043,LEDGE POINT
6007,LEEDERVILLE
6902,LEEDERVILLE
6903,LEEDERVILLE
6514,LEEMAN
6149,LEEMING
6290,LEEUWIN
6437,LEINSTER
6503,LENNARD BROOK
6438,LEONORA
6233,LESCHENAULT
6111,LESLEY
6076,LESMURDIE
6079,LEXIA
6315,LIME LAKE
6258,LINFARNE
6330,LITTLE GROVE
6359,LITTLE ITALY
6646,LITTLE SANDY DESERT
6522,LOCKIER
6054,LOCKRIDGE
6330,LOCKYER
6311,LOL GRAY
6429,LONDONDERRY
6447,LORT RIVER
6240,LOWDEN
6084,LOWER CHITTERING
6390,LOWER HOTHAM
6330,LOWER KING
6330,LOWLANDS
6280,LUDLOW
6395,LUMEAH
6225,LYALLS MILL
6701,LYNDON
6147,LYNWOOD
6701,MACLEOD
6109,MADDINGTON
6989,MADDINGTON
6065,MADELEY
6210,MADORA BAY
6443,MADURA
6355,MAGENTA
6338,MAGITUP
6072,MAHOGANY CREEK
6530,MAHOMETS FLATS
6057,MAIDA VALE
6714,MAITLAND
6401,MALABAINE
6090,MALAGA
6944,MALAGA
6302,MALEBELLING
6353,MALLEE HILL
6556,MALMALLING
6370,MALYALLING
6167,MANDOGALUP
6210,MANDURAH
6210,MANDURAH DC
6210,MANDURAH EAST
6210,MANDURAH NORTH
6258,MANJIMUP
6465,MANMANNING
6152,MANNING
0872,MANTAMARU
6328,MANYPEAKS
6064,MARANGAROO
6256,MARANUP
6330,MARBELUP
6760,MARBLE BAR
6515,MARCHAGEE
6125,MARDELLA
6714,MARDIE
6285,MARGARET RIVER
6078,MARIGINIUP
6020,MARMION
6608,MARNE
6317,MARRACOONDA
6390,MARRADONG
6532,MARRAH
6213,MARRINUP
6110,MARTIN
6426,MARVEL LOCH
6280,MARYBROOK
6701,MASSEY BAY
6614,MAYA
6244,MAYANUP
6051,MAYLANDS
6931,MAYLANDS
6225,MCALINDEN
6770,MCBEATH
6330,MCKAIL
6532,MEADOW
6210,MEADOW SPRINGS
6405,MECKERING
6728,MEDA
6167,MEDINA
6642,MEEKATHARRA
6392,MEEKING
6208,MEELON
6401,MEENAAR
6262,MEERUP
6079,MELALEUCA
6156,MELVILLE
6956,MELVILLE
6050,MENORA
6436,MENZIES
6352,MERILUP
6450,MERIVALE
6625,MERKANOOKA
6415,MERREDIN
6030,MERRIWA
6530,MERU
6280,METRICUP
6328,METTLER
6612,MIAMOON
6056,MIDDLE SWAN
6258,MIDDLESEX
6330,MIDDLETON BEACH
6056,MIDLAND
6936,MIDLAND DC
6056,MIDVALE
6575,MILING
6714,MILLARS WELL
6232,MILLBRIDGE
6330,MILLBROOK
6056,MILLENDON
6336,MILLS LAKE
6716,MILLSTREAM
6525,MILO
6330,MILPARA
6507,MIMEGARRA
6336,MINDARABIN
6030,MINDARIE
6503,MINDARRA
6315,MINDING
6522,MINGENEW
6312,MINIGIN
6701,MINILYA
6532,MINNENOOKA
6462,MINNIVALE
6725,MINYIRR
6330,MIRA MAR
6061,MIRRABOOKA
6941,MIRRABOOKA
6740,MITCHELL PLATEAU
6395,MOBRUP
6603,MOCARDY
6506,MOGUMBER
6401,MOKINE
6394,MOKUP
6475,MOLLERIN
6290,MOLLOY ISLAND
6338,MONJEBUP
6450,MONJINGUP
6537,MONKEY MIA
6393,MOODIARRUP
6317,MOOJEBING
6504,MOOLIABEENEE
6503,MOONDAH
6567,MOONDYNE
6320,MOONIES HILL
6532,MOONYOONOOKA
6510,MOORA
6503,MOORE RIVER NATIONAL PARK
6522,MOORIARY
6425,MOORINE ROCK
6083,MORANGUP
6623,MORAWA
6304,MORBINNING
6258,MORDALUP
6530,MORESBY
6701,MORGANTOWN
6062,MORLEY
6943,MORLEY
6221,MORNINGTON
6012,MOSMAN PARK
6912,MOSMAN PARK
6351,MOULYINNING
6525,MOUNT ADAMS
6714,MOUNT ANKETELL
6324,MOUNT BARKER
6522,MOUNT BUDD
6429,MOUNT BURGES
6410,MOUNT CAROLINE
6010,MOUNT CLAREMONT
6330,MOUNT CLARENCE
6390,MOUNT COOKE
6330,MOUNT ELPHINSTONE
6532,MOUNT ERIN
6426,MOUNT HAMPTON
6302,MOUNT HARDEY
6765,MOUNT HARDMAN
6016,MOUNT HAWTHORN
6915,MOUNT HAWTHORN
6082,MOUNT HELENA
6528,MOUNT HILL
6426,MOUNT HOLLAND
6525,MOUNT HORNER
6426,MOUNT JACKSON
6050,MOUNT LAWLEY
6929,MOUNT LAWLEY
6333,MOUNT LINDESAY
6356,MOUNT MADDEN
6638,MOUNT MAGNET
6330,MOUNT MELVILLE
6112,MOUNT NASURA
6447,MOUNT NEY
6302,MOUNT OBSERVATION
6426,MOUNT PALMER
6153,MOUNT PLEASANT
6112,MOUNT RICHON
6333,MOUNT ROMANCE
6751,MOUNT SHEILA
6355,MOUNT SHERIDAN
6383,MOUNT STIRLING
6530,MOUNT TARCOOLA
6369,MOUNT WALKER
6390,MOUNT WELLS
6472,MOUROUBRA
6501,MUCHEA
6503,MUCKENBURRA
6770,MUELLER RANGES
6225,MUJA
6479,MUKINBUDIN
6714,MULATAGA
6751,MULGA DOWNS
6027,MULLALOO
6252,MULLALYUP
6630,MULLEWA
6430,MULLINGAR
6401,MULUCKINE
6225,MUMBALLUP
6401,MUMBERKINE
6721,MUNDABULLANGANA
6073,MUNDARING
6123,MUNDIJONG
6443,MUNDRABILLA
6225,MUNGALUP
6450,MUNGLINUP
6166,MUNSTER
6420,MUNTADGIN
6394,MURADUP
6630,MURCHISON
6150,MURDOCH
6317,MURDONG
6401,MURESK
6220,MYALUP
6207,MYARA
6154,MYAREE
6960,MYAREE
6450,MYRUP
6532,NABAWA
6350,NAIRIBIN
6485,NALKAIN
6338,NALYERLUP
6512,NAMBAN
6207,NAMBEELUP
6521,NAMBUNG
6330,NANARUP
6537,NANGA
6215,NANGA BROOK
6414,NANGEENAN
6522,NANGETTY
6275,NANNUP
6532,NANSON
6751,NANUTARRA
6330,NAPIER
6532,NARALING
6369,NAREMBEEN
6532,NARNGULU
6532,NARRA TARRA
6302,NARRALOGGAN
6326,NARRIKUP
6312,NARROGIN
6312,NARROGIN VALLEY
6281,NATURALISTE
6165,NAVAL BASE
6440,NEALE
6009,NEDLANDS
6909,NEDLANDS
6009,NEDLANDS DC
6336,NEEDILUP
6353,NEENDALING
6031,NEERABUP
6503,NEERGABBY
6485,NEMBUDDING
6450,NERIDUP
6630,NERRAMYNE
6532,NERREN NERREN
6509,NEW NORCIA
6475,NEWCARLBEON
6355,NEWDEGATE
6251,NEWLANDS
6753,NEWMAN
0872,NGAANYATJARRA-GILES
6714,NICKOL
6044,NILGEN
6288,NILLUP
6701,NINGALOO
6350,NIPPERING
6208,NIRIMBA
6225,NOGGERUP
6415,NOKANING
6532,NOLBA
6061,NOLLAMARA
6312,NOMANS LAKE
6062,NORANDA
6333,NORNALUP
6415,NORPA
6443,NORSEMAN
6412,NORTH BAANDEE
6390,NORTH BANNISTER
6020,NORTH BEACH
6920,NORTH BEACH
6424,NORTH BODALLIN
6237,NORTH BOYANUP
6353,NORTH BURNGUP
6445,NORTH CASCADE
6163,NORTH COOGEE
6207,NORTH DANDALUP
6532,NORTH ERADU
6159,NORTH FREMANTLE
6254,NORTH GREENBUSHES
6280,NORTH JINDONG
6410,NORTH KELLERBERRIN
6352,NORTH KUKERIN
6489,NORTH KUNUNOPPIN
6163,NORTH LAKE
6353,NORTH LAKE GRACE
6351,NORTH MOULYINNING
