Postcode,Suburb
5201,BLACKFELLOWS CREEK
5275,BLACKFORD
5051,BLACKWOOD
5084,BLAIR ATHOL
5114,BLAKEVIEW
5250,BLAKISTON
5700,BLANCHE HARBOR
5357,BLANCHETOWN
5255,BLETCHLEY
5171,BLEWITT SPRINGS
5730,BLINMAN
5575,BLUFF BEACH
5462,BLYTH
5275,BOATSWAIN POINT
5655,BOCKELBERG
5453,BOCONNOC PARK
5110,BOLIVAR
5731,BOLLARDS LAGOON
5238,BOLTO
5719,BON BON
5417,BOOBOROWIE
5690,BOOKABIE
5333,BOOKPURNONG
5271,BOOL LAGOON
5440,BOOLCOOMATTA
5482,BOOLEROO CENTRE
5330,BOOLGUN
5633,BOONERDO
5554,BOORS PLAIN
5268,BORDERTOWN
5268,BORDERTOWN SOUTH
5309,BORRIKA
5607,BOSTON
5720,BOSWORTH
5007,BOWDEN
5374,BOWER
5238,BOWHILL
5461,BOWILLIA
5550,BOWMANS
5153,BRADBURY
5381,BRADY CREEK
5109,BRAHMA LODGE
5670,BRAMFIELD
5276,BRAY
5320,BRENDA PARK
5575,BRENTWOOD
5155,BRIDGEWATER
5381,BRIGHT
5048,BRIGHTON
5267,BRIMBAGO
5253,BRINKLEY
5464,BRINKWORTH
5083,BROADVIEW
5007,BROMPTON
5607,BROOKER
5032,BROOKLYN PARK
5454,BROUGHTON RIVER VALLEY
5222,BROWN BEACH
5062,BROWN HILL CREEK
5374,BROWNLOW
5223,BROWNLOW KI
5433,BRUCE
5252,BRUKUNGA
5374,BUCHANAN
5118,BUCHFELDE
5270,BUCKINGHAM
5120,BUCKLAND PARK
5641,BUCKLEBOO
5311,BUGLE HUT
5251,BUGLE RANGES
5719,BULGUNNIA
5157,BULL CREEK
5440,BULLOO CREEK
5520,BUMBUNGA
5266,BUNBURY
5491,BUNDALEER GARDENS
5491,BUNDALEER NORTH
5320,BUNDEY
5540,BUNGAMA
5464,BUNGAREE
5641,BUNGEROO
5417,BUNYUNG
5253,BURDETT
5520,BURNSFIELD
5066,BURNSIDE
5732,BURR WELL
5417,BURRA
5417,BURRA EASTERN DISTRICTS
5291,BURRUNGULE
5110,BURTON
5560,BUTE
5605,BUTLER
5321,CADELL
5321,CADELL LAGOON
5271,CADGEE
5671,CALCA
5310,CALIPH
5733,CALLANNA
5254,CALLINGTON
5501,CALOMBA
5254,CALOOTE
5341,CALPERUM STATION
5490,CALTOWIE
5490,CALTOWIE NORTH
5490,CALTOWIE WEST
5353,CAMBRAI
5038,CAMDEN PARK
5074,CAMPBELLTOWN
5640,CAMPOONA
5417,CANEGRASS
5268,CANNAWIGARA
5419,CANOWIE
5420,CANOWIE BELT
5280,CANUNDA
5223,CAPE BORDA
5291,CAPE DOUGLAS
5275,CAPE JAFFA
5204,CAPE JERVIS
5641,CARALUE
5680,CARAWA
5301,CARCUMA
5270,CAREW
5144,CAREY GULLY
5291,CAROLINE
5291,CARPENTER ROCKS
5204,CARRICKALINGA
5432,CARRIETON
5715,CARRIEWERLOO
5223,CASSINI
5076,CASTAMBUL
5238,CAURNAMONT
5094,CAVAN
5422,CAVENAGH
5291,CAVETON
5690,CEDUNA
5690,CEDUNA WATERS
5341,CHAFFEY
5231,CHAIN OF PONDS
5680,CHANDADA
5159,CHANDLERS HILL
5153,CHAPEL HILL
5253,CHAPMAN BORE
5244,CHARLESTON
5607,CHARLTON GULLY
5690,CHARRA
5014,CHELTENHAM
5157,CHERRY GARDENS
5134,CHERRYVILLE
5660,CHILPENUNDA
5573,CHINAMAN WELLS
5680,CHINBINGINA
5211,CHITON
5341,CHOWILLA
5164,CHRISTIE DOWNS
5165,CHRISTIES BEACH
5165,CHRISTIES BEACH NORTH
5690,CHUNDARIA
5000,CITY WEST CAMPUS
5062,CLAPHAM
5453,CLARE
5039,CLARENCE GARDENS
5034,CLARENCE PARK
5157,CLARENDON
5280,CLAY WELLS
5238,CLAYPANS
5256,CLAYTON BAY
5733,CLAYTON STATION
5085,CLEARVIEW
5152,CLELAND
5523,CLEMENTS GAP
5640,CLEVE
5733,CLIFTON HILLS STATION
5570,CLINTON
5570,CLINTON CENTRE
5042,CLOVELLY PARK
5346,COBDOGLA
5654,COCATA
5631,COCKALEECHIE
5351,COCKATOO VALLEY
5440,COCKBURN
5607,COFFIN BAY
5266,COLEBATCH
5272,COLES
5069,COLLEGE PARK
5671,COLLEY
5555,COLLINSFIELD
5418,COLLINSVILLE
5081,COLLINSWOOD
5041,COLONEL LIGHT GARDENS
5670,COLTON
5277,COMAUM
5700,COMMISSARIAT POINT
5719,COMMONWEALTH HILL
5291,COMPTON
5118,CONCORDIA
5464,CONDOWIE
5272,CONMURRA
5723,COOBER PEDY
5583,COOBOWIE
5701,COOK
5261,COOKE PLAINS
5670,COOLILLIE
5341,COOLTONG
5261,COOMANDOOK
5267,COOMBE
5431,COOMOOROO
5607,COOMUNGA
5265,COONALPYN
5540,COONAMIA
5263,COONAWARRA
5719,COONDAMBO
5690,COORABIE
5264,COORONG
5650,COOTRA
5611,COOYERDOO
5308,COPEVILLE
5732,COPLEY
5731,CORDILLO DOWNS
5575,CORNY POINT
5157,COROMANDEL EAST
5051,COROMANDEL VALLEY
5641,CORTLINYE
5611,CORUNNA STATION
5577,COUCH BEACH
5607,COULTA
5033,COWANDILLA
5733,COWARIE
5602,COWELL
5238,COWIRRA
5609,COWLEDS LANDING
5432,CRADOCK
5152,CRAFERS
5152,CRAFERS WEST
5051,CRAIGBURN FARM
5114,CRAIGMORE
5341,CRESCENT
5235,CROMER
5558,CROSS ROADS
5734,CROWN POINT
5008,CROYDON
5008,CROYDON PARK
5523,CRYSTAL BROOK
5232,CUDLEE CREEK
5261,CULBURRA
5700,CULTANA
5041,CUMBERLAND PARK
5631,CUMMINS
5660,CUNGENA
5554,CUNLIFFE
5571,CUNNINGHAM
5641,CUNYARIE
5440,CURNAMONA
5580,CURRAMULKA
5214,CURRENCY CREEK
5269,CUSTON
5222,CUTTLEFISH BAY
5223,CYGNET RIVER
5461,DALKEY
5417,DANGGALI
5642,DARKE PEAK
5047,DARLINGTON
5700,DAVENPORT
5355,DAVEYSTON
5113,DAVOREN PARK
5113,DAVOREN PARK SOUTH
5041,DAW PARK
5252,DAWESLEY
5422,DAWSON
5223,DE MOLE RIVER
0872,DE ROSE HILL
5204,DEEP CREEK
5266,DEEPWATER
5204,DELAMERE
5690,DENIAL BAY
5075,DERNANCOURT
5330,DEVLINS POUND
5008,DEVON PARK
5440,DEVONBOROUGH DOWNS
5172,DINGABLEDINGA
5110,DIREK
5291,DISMAL SWAMP
5291,DONOVANS
5157,DORSET VALE
5601,DOUGLAS POINT
5601,DOUGLAS POINT SOUTH
5048,DOVER GARDENS
5571,DOWLINGVILLE
5094,DRY CREEK
5501,DUBLIN
5607,DUCK PONDS
5222,DUDLEY EAST
5008,DUDLEY PARK
5222,DUDLEY WEST
5733,DULKANINNA
5065,DULWICH
5223,DUNCAN
5356,DUTTON
5356,DUTTON EAST
5558,EAST MOONTA
5063,EASTWOOD
5320,EBA
5680,EBA ANCHORAGE
5355,EBENEZER
5153,ECHUNGA
5050,EDEN HILLS
5235,EDEN VALLEY
5730,EDIACARA
5630,EDILLILIE
5111,EDINBURGH
5113,EDINBURGH NORTH
5111,EDINBURGH RAAF
5583,EDITHBURGH
5039,EDWARDSTOWN
5291,EIGHT MILE CREEK
5112,ELIZABETH
5113,ELIZABETH DOWNS
5112,ELIZABETH EAST
5112,ELIZABETH GROVE
5113,ELIZABETH NORTH
5113,ELIZABETH PARK
5112,ELIZABETH SOUTH
5112,ELIZABETH VALE
5670,ELLISTON
5260,ELWOMPLE
5713,EMEROO
5223,EMU BAY
5381,EMU DOWNS
5453,EMU FLAT
5211,ENCOUNTER BAY
5085,ENFIELD
5085,ENFIELD PLAZA
5066,ERINDALE
5734,ERINGA
5461,ERITH
0872,ERNABELLA (PUKATJA)
5422,ERSKINE
5440,ERUDINA
5733,ETADUNNA
5015,ETHELTON
5253,ETTRICK
5374,EUDUNDA
5431,EURELIA
5454,EUROMINA
5069,EVANDALE
5116,EVANSTON
5116,EVANSTON GARDENS
5116,EVANSTON PARK
5116,EVANSTON SOUTH
5723,EVELYN DOWNS
5461,EVERARD CENTRAL
5035,EVERARD PARK
5019,EXETER
5950,EXPORT PARK
5121,EYRE
5126,FAIRVIEW PARK
5601,FALSE BAY
5417,FARAWAY HILL
5731,FARINA
5731,FARINA STATION
5607,FARM BEACH
5416,FARRELL FLAT
5070,FELIXSTOW
5010,FERRYDEN PARK
5265,FIELD
5023,FINDON
5255,FINNISS
5070,FIRLE
5502,FISCHER
5354,FISHER
5522,FISHERMAN BAY
5601,FITZGERALD BAY
5082,FITZROY
5238,FIVE MILES
5159,FLAGSTAFF HILL
5153,FLAXLEY
5235,FLAXMAN VALLEY
5223,FLINDERS CHASE
5025,FLINDERS PARK
5434,FLINDERS RANGES
5042,FLINDERS UNIVERSITY
5440,FLORINA STATION
5373,FORDS
5139,FOREST RANGE
5035,FORESTVILLE
5233,FORRESTON
5238,FORSTER
5577,FOUL BAY
5607,FOUNTAIN
5690,FOWLERS BAY
5272,FOX
5238,FRAHNS
5262,FRANCES
5421,FRANKLYN
5374,FRANKTON
5238,FRAYVILLE
5372,FREELING
5063,FREWVILLE
5440,FROME DOWNS
5024,FULHAM
5024,FULHAM GARDENS
5063,FULLARTON
5280,FURNER
5308,GALGA
5732,GAMMON RANGES
5015,GARDEN ISLAND
5118,GAWLER
5118,GAWLER BELT
5118,GAWLER EAST
5655,GAWLER RANGES
5118,GAWLER RIVER
5118,GAWLER SOUTH
5118,GAWLER WEST
5255,GEMMELLS
5472,GEORGETOWN
5094,GEPPS CROSS
5301,GERANIUM
5381,GERANIUM PLAINS
5343,GERARD
5291,GERMAN CREEK
5280,GERMAN FLAT
5495,GERMEIN BAY
5731,GIDGEALPA
5253,GIFFORD HILL
5081,GILBERTON
5411,GILES CORNER
5453,GILLENTOWN
5611,GILLES DOWNS
5086,GILLES PLAINS
5013,GILLMAN
5473,GLADSTONE
5037,GLANDORE
5015,GLANVILLE
5064,GLEN OSMOND
5052,GLENALTA
5291,GLENBURNIE
5291,GLENCOE
5719,GLENDAMBO
5045,GLENELG
5045,GLENELG EAST
5045,GLENELG NORTH
5045,GLENELG SOUTH
5044,GLENGOWRIE
5277,GLENROY
5065,GLENSIDE
5064,GLENUNGA
5110,GLOBE DERBY PARK
5344,GLOSSOP
5417,GLUEPOT
5070,GLYNDE
5070,GLYNDE PLAZA
5125,GOLDEN GROVE
5125,GOLDEN GROVE VILLAGE
5322,GOLDEN HEIGHTS
5352,GOMERSAL
5330,GOOD HOPE LANDING
5034,GOODWOOD
5214,GOOLWA
5214,GOOLWA BEACH
5214,GOOLWA NORTH
5214,GOOLWA SOUTH
5223,GOSSE
5114,GOULD CREEK
5461,GOYDER
5502,GRACE PLAINS
5440,GRAMPUS
5022,GRANGE
5107,GREEN FIELDS
5153,GREEN HILLS RANGE
5607,GREEN PATCH
5086,GREENACRES
5253,GREENBANKS
5140,GREENHILL
5360,GREENOCK
5272,GREENWAYS
5125,GREENWITH
5096,GULFVIEW HEIGHTS
5471,GULNARE
5417,GUM CREEK
5730,GUM CREEK STATION
5233,GUMERACHA
5343,GURRA GURRA
5163,HACKHAM
5163,HACKHAM WEST
5454,HACKLINS CORNER
5069,HACKNEY
5245,HAHNDORF
5223,HAINES
5461,HALBURY
5309,HALIDON
5000,HALIFAX STREET
5381,HALLELUJAH HILLS
5419,HALLETT
5158,HALLETT COVE
5642,HAMBIDGE
5373,HAMILTON
5558,HAMLEY
5401,HAMLEY BRIDGE
5431,HAMMOND
5374,HAMPDEN
5086,HAMPSTEAD GARDENS
5374,HANSBOROUGH
5417,HANSON
5159,HAPPY VALLEY
5575,HARDWICKE BAY
5422,HARDY
5244,HARROGATE
5464,HART
5255,HARTLEY
5680,HASLAM
5280,HATHERLEIGH
5434,HAWKER
5330,HAWKS NEST STATION
5607,HAWSON
5062,HAWTHORN
5051,HAWTHORNDENE
5204,HAY FLAT
5252,HAY VALLEY
5211,HAYBOROUGH
5066,HAZELWOOD PARK
5153,HEATHFIELD
5068,HEATHPOOL
5073,HECTORVILLE
5014,HENDON
5022,HENLEY BEACH
5022,HENLEY BEACH SOUTH
5118,HEWETT
5089,HIGHBURY
5063,HIGHGATE
5255,HIGHLAND VALLEY
5453,HILL RIVER
5112,HILLBANK
5086,HILLCREST
5116,HILLIER
5455,HILLTOWN
5717,HILTABA
5033,HILTON
5033,HILTON PLAZA
5603,HINCKS
5007,HINDMARSH
5214,HINDMARSH ISLAND
5202,HINDMARSH TIERS
5211,HINDMARSH VALLEY
5088,HOLDEN HILL
5330,HOLDER
5330,HOLDER SIDING
5432,HOLOWILIENA
5432,HOLOWILIENA SOUTH
5576,HONITON
5172,HOPE FOREST
5555,HOPE GAP
5090,HOPE VALLEY
5491,HORNSDALE
5141,HORSNELL GULLY
5461,HOSKIN CORNER
5131,HOUGHTON
5048,HOVE
5453,HOYLETON
5523,HUDDLESTON
5114,HUMBUG SCRUB
5163,HUNTFIELD HEIGHTS
5061,HYDE PARK
5262,HYNAM
5715,ILLEROO
0872,INDULKANA (IWANTJA)
5098,INGLE FARM
5133,INGLEWOOD
5723,INGOMAR
5550,INKERMAN
5680,INKSTER
5211,INMAN VALLEY
5731,INNAMINCKA
5577,INNESTON
5611,IRON BARON
5611,IRON KNOB
5153,IRONBANK
5222,IRONSTONE
5222,ISLAND BEACH
5713,ISLAND LAGOON
0872,IWANTJA
5301,JABUK
5571,JAMES WELL
5491,JAMESTOWN
5640,JAMIESON
5554,JERICHO
5554,JERUSALEM
5259,JERVOIS
5271,JOANNA
5431,JOHNBURGH
5070,JOSLIN
5238,JULANKA HOLDINGS
5374,JULIA
5153,JUPITER CREEK
5554,KADINA
5552,KAINTON
5440,KALABITY
5733,KALAMURINA
5690,KALANBI
5278,KALANGADOO
5118,KALBEEBA
5655,KALDOONERA
0872,KALKA
5440,KALKAROO
5550,KALLORA
0872,KALTJITI
5157,KANGARILLA
5118,KANGAROO FLAT
5222,KANGAROO HEAD
5280,KANGAROO INN
5252,KANMANTOO
5330,KANNI
0872,KANPI
5434,KANYAKA
5632,KAPINNIE
5670,KAPPAWANTA
5373,KAPUNDA
5223,KARATTA
5654,KARCULTABY
5632,KARKOO
5307,KAROONDA
5304,KARTE
5343,KATARAPKO
5611,KATUNGA STATION
5275,KEILIRA
5267,KEITH
5607,KELLIDIE BAY
5641,KELLY
5068,KENSINGTON
5068,KENSINGTON GARDENS
5068,KENSINGTON PARK
5067,KENT TOWN
5071,KENT TOWN DC
5233,KENTON VALLEY
5259,KEPA
5271,KEPPOCH
5231,KERSBROOK
5035,KESWICK
5035,KESWICK TERMINAL
5353,KEYNETON
5261,KI KI
5607,KIANA
5025,KIDMAN PARK
5642,KIELPA
5084,KILBURN
5084,KILBURN NORTH
5009,KILKENNY
5641,KIMBA
5719,KINGOONYA
5034,KINGS PARK
5223,KINGSCOTE
5118,KINGSFORD
5331,KINGSTON ON MURRAY
5049,KINGSTON PARK
5275,KINGSTON SE
5062,KINGSWOOD
5087,KLEMZIG
5223,KOHINOOR
5717,KOKATHA
5717,KOLENDO
5717,KONDOOLKA
5270,KONGAL
5353,KONGOLIA
5291,KONGORONG
5661,KOOLGERA
5464,KOOLUNGA
5575,KOOLYWURTIE
5440,KOONAMORE
5650,KOONGAWA
5690,KOONIBBA
5417,KOONOONA
5373,KOONUNGA
5279,KOORINE
5558,KOOROONA
5713,KOOTABERRA
5271,KOPPAMURRA
5607,KOPPIO
5502,KORUNYE
5304,KRINGIN
5352,KRONDORF
5278,KRONGART
5115,KUDLA
5201,KUITPO
5172,KUITPO COLONY
5552,KULPARA
5037,KURRALTA PARK
5651,KYANCUTTA
5453,KYBUNGA
5262,KYBYBOLITE
5172,KYEEMA
5267,LAFFER
5259,LAKE ALBERT
5259,LAKE ALEXANDRINA
5238,LAKE CARLET
5717,LAKE EVERARD
5733,LAKE EYRE
5440,LAKE FROME
5717,LAKE GAIRDNER
5611,LAKE GILLES
5719,LAKE HARRIS
5717,LAKE MACFARLANE
5255,LAKE PLAINS
5713,LAKE TORRENS
5713,LAKE TORRENS STATION
5555,LAKE VIEW
0872,LAMBINA
5302,LAMEROO
5255,LANGHORNE CREEK
5353,LANGS LANDING
5016,LARGS BAY
5016,LARGS NORTH
5480,LAURA
5680,LAURA BAY
5271,LAURIE PARK
5068,LEABROOK
5452,LEASINGHAM
5150,LEAWOOD GARDENS
5731,LEIGH CREEK
5731,LEIGH CREEK STATION
5417,LEIGHTON
5240,LENSWOOD
5501,LEWISTON
5355,LIGHT PASS
5085,LIGHTSVIEW
5715,LINCOLN GAP
5607,LINCOLN NATIONAL PARK
5065,LINDEN PARK
5320,LINDLEY
5731,LINDON
5410,LINWOOD
5607,LIPSON
5607,LITTLE DOUGLAS
5250,LITTLEHAMPTON
5241,LOBETHAL
5271,LOCHABER
5510,LOCHIEL
5633,LOCK
5655,LOCKES CLAYPAN
5032,LOCKLEYS
5253,LONG FLAT
5501,LONG PLAINS
5153,LONGWOOD
5160,LONSDALE
5160,LONSDALE DC
5607,LOUTH BAY
5345,LOVEDAY
5268,LOWAN VALE
5330,LOWBANK
5540,LOWER BROUGHTON
5131,LOWER HERMITAGE
5211,LOWER INMAN VALLEY
5501,LOWER LIGHT
5062,LOWER MITCHAM
5333,LOXTON
5333,LOXTON NORTH
5272,LUCINDALE
5602,LUCKY BAY
5731,LYNDHURST
5351,LYNDOCH
5062,LYNTON
5343,LYRUP
5277,MAAOUPE
5723,MABEL CREEK
5153,MACCLESFIELD
5121,MACDONALD PARK
5223,MACGILLIVRAY
5734,MACUMBA
5280,MAGAREY
5400,MAGDALA
5311,MAGGEA
5072,MAGILL
5072,MAGILL NORTH
5717,MAHANEWO
5573,MAITLAND
5267,MAKIN
5259,MALINONG
5502,MALLALA
5311,MALPAS
5690,MALTEE
5061,MALVERN
5495,MAMBRAY CREEK
5602,MANGALO
5440,MANNA HILL
5422,MANNANARIE
5732,MANNERS WELL
5086,MANNINGHAM
5238,MANNUM
5414,MANOORA
5012,MANSFIELD PARK
5308,MANTUNG
5440,MANUNDA STATION
5307,MARAMA
5355,MARANANGA
5137,MARBLE HILL
5271,MARCOLLAT
5070,MARDEN
5049,MARINO
5043,MARION
5575,MARION BAY
5330,MARKARANKA
5354,MARKS LANDING
5724,MARLA
5033,MARLESTON
5033,MARLESTON DC
5464,MAROLA
5413,MARRABEL
5733,MARREE
5733,MARREE STATION
5068,MARRYATVILLE
5440,MARTINS WELL
5680,MARYVALE
5170,MASLIN BEACH
5554,MATTA FLAT
5320,MAUDE
5095,MAWSON LAKES
5454,MAYFIELD
5069,MAYLANDS
5357,MCBEAN POUND
5267,MCCALLUM
5211,MCCRACKEN
5723,MCDOUALL PEAK
5157,MCHARG CREEK
5171,MCLAREN FLAT
5171,MCLAREN VALE
5201,MEADOWS
5081,MEDINDIE
5081,MEDINDIE GARDENS
5483,MELROSE
5039,MELROSE PARK
5039,MELROSE PARK DC
5552,MELTON
5440,MELTON STATION
5264,MENINGIE
5264,MENINGIE EAST
5264,MENINGIE WEST
5223,MENZIES
5308,MERCUNDA
5690,MERGHINY
5311,MERIBAH
5523,MERRITON
5731,MERTY MERTY
5501,MIDDLE BEACH
5223,MIDDLE RIVER
5609,MIDDLEBACK RANGE
5213,MIDDLETON
5602,MIDGEE
5291,MIL-LEL
5256,MILANG
5031,MILE END
5031,MILE END SOUTH
5237,MILENDELLA
5231,MILLBROOK
5720,MILLERS CREEK
5280,MILLICENT
5034,MILLSWOOD
5602,MILTALIE
0872,MIMILI
5602,MINBRIE
5431,MINBURRA
5431,MINBURRA PLAIN
5431,MINBURRA STATION
5309,MINDARIE
5440,MINGARY
5291,MINGBOOL
5575,MINLATON
5654,MINNIPA
5415,MINTARO
5422,MINVALARA
5700,MIRANDA
5062,MITCHAM
5062,MITCHAM SHOPPING CENTRE
5632,MITCHELL
5043,MITCHELL PARK
5602,MITCHELLVILLE
5690,MITCHIDY MOOLA
5169,MOANA
5253,MOBILONG
5353,MOCULTA
5092,MODBURY
5092,MODBURY HEIGHTS
5092,MODBURY NORTH
5278,MOERLONG
5254,MONARTO
5254,MONARTO SOUTH
5342,MONASH
5277,MONBULLA
5417,MONGOLATA
5134,MONTACUTE
5172,MONTARRA
5253,MONTEITH
5432,MOOCKRA
5607,MOODY
5732,MOOLAWATANA
5440,MOOLEULOOLOO
5730,MOOLOOLOO
5717,MOONAREE
5558,MOONTA
5558,MOONTA BAY
5558,MOONTA MINES
5291,MOORAK
5730,MOORILLAH
5301,MOORLANDS
5332,MOOROOK
5332,MOOROOK SOUTH
5355,MOPPA
5431,MORCHARD
5320,MORGAN
5371,MORN HILL
5162,MORPHETT VALE
5320,MORPHETTS FLAT
5043,MORPHETTVILLE
5671,MORTANA
5641,MOSELEY
5214,MOSQUITO HILL
5730,MOTPENA
5713,MOUNT ARDEN
5251,MOUNT BARKER
5251,MOUNT BARKER JUNCTION
5251,MOUNT BARKER SPRINGS
5251,MOUNT BARKER SUMMIT
5723,MOUNT BARRY
5275,MOUNT BENSON
5418,MOUNT BRYAN
5419,MOUNT BRYAN EAST
5279,MOUNT BURR
5267,MOUNT CHARLES
5723,MOUNT CLARENCE STATION
5210,MOUNT COMPASS
5671,MOUNT COOPER
5351,MOUNT CRAWFORD
5654,MOUNT DAMPER
5607,MOUNT DRUMMOND
5607,MOUNT DUTTON BAY
5720,MOUNT EBA
5730,MOUNT FALKLAND
5731,MOUNT FREELING
5290,MOUNT GAMBIER
5291,MOUNT GAMBIER
5291,MOUNT GAMBIER EAST
5291,MOUNT GAMBIER WEST
5155,MOUNT GEORGE
5434,MOUNT HAVELOCK
5607,MOUNT HOPE
5717,MOUNT IVE
5211,MOUNT JAGGED
5670,MOUNT JOY
5271,MOUNT LIGHT
5731,MOUNT LYNDHURST
5210,MOUNT MAGNIFICENT
5374,MOUNT MARY
5279,MOUNT MCINTYRE
5353,MOUNT MCKENZIE
5255,MOUNT OBSERVATION
5064,MOUNT OSMOND
5235,MOUNT PLEASANT
5734,MOUNT SARAH
5291,MOUNT SCHANK
5732,MOUNT SERLE
5461,MOUNT TEMPLETON
5244,MOUNT TORRENS
5440,MOUNT VICTOR STATION
5720,MOUNT VIVIAN
5670,MOUNT WEDGE
5723,MOUNT WILLOUGHBY
5271,MOYHALL
5680,MUDAMUCKLA
5732,MULGA VIEW
5731,MULGARIA
5719,MULGATHING
5255,MULGUNDAWA
5733,MULKA
5608,MULLAQUANA
5733,MULOORINA
5440,MULYUNGARIE
5700,MUNDALLIO
5440,MUNDI MUNDI
5340,MUNDIC CREEK
5214,MUNDOO ISLAND
5555,MUNDOORA
5733,MUNDOWDNA
5270,MUNDULLA
5270,MUNDULLA WEST
5733,MUNGERANIE
5115,MUNNO PARA
5115,MUNNO PARA DOWNS
5115,MUNNO PARA WEST
5320,MURBKO
5607,MURDINGA
5642,MURLONG
5609,MURNINNIE BEACH
5731,MURNPEOWIE
0872,MURPUTJA
5253,MURRAWONG
5253,MURRAY BRIDGE
5254,MURRAY BRIDGE
5253,MURRAY BRIDGE EAST
5253,MURRAY BRIDGE NORTH
5253,MURRAY BRIDGE SOUTH
5481,MURRAY TOWN
5340,MURTHO
5221,MUSTON
5440,MUTOOROO
5153,MYLOR
5611,MYOLA STATION
5254,MYPOLONGA
5202,MYPONGA
5202,MYPONGA BEACH
5064,MYRTLE BANK
5731,MYRTLE SPRINGS
5440,NACKARA
5690,NADIA
5354,NAIDIA
5083,NAILSWORTH
5360,NAIN
5252,NAIRNE
5255,NALPA
5558,NALYAPPA
5690,NANBONA
5210,NANGKITA
5277,NANGWARRY
5550,NANTAWARRA
5540,NAPPERBY
5271,NARACOORTE
5655,NARLABY
5523,NARRIDY
5730,NARRINA
5259,NARRUNG
5259,NATURI
5374,NEALES FLAT
5495,NECTAR BROOK
5540,NELSHABY
5291,NENE VALLEY
5732,NEPABUNNA
5223,NEPEAN BAY
5062,NETHERBY
5301,NETHERTON
5037,NETLEY
5440,NETLEY GAP
5015,NEW PORT
5333,NEW RESIDENCE
5554,NEW TOWN
5357,NEW WELL
5223,NEWLAND
5074,NEWTON
5374,NGAPALA
5302,NGARKAT
5238,NILDOTTIE
5730,NILPENA
5723,NILPINNA STATION
5560,NINNES
5168,NOARLUNGA CENTRE
5168,NOARLUNGA DOWNS
5717,NONNING
5276,NORA CREINA
